symbol,stockPrices
XNSE/SMJETKNIT,Jet Knitwears Ltd (SMJETKNIT) Adjusted Stock Prices
XNSE/SMAVSL,AVSL Industries Ltd. (SMAVSL) Adjusted Stock Prices
XNSE/SMAVSL_UADJ,AVSL Industries Ltd. (SMAVSL) Unadjusted Stock Prices
XNSE/SMNANDANI_UADJ,Nandani Creation Ltd (SMNANDANI) Unadjusted Stock Prices
XNSE/SMNANDANI,Nandani Creation Ltd (SMNANDANI) Adjusted Stock Prices
XNSE/MASKINVEST_UADJ,Mask Investments Ltd (MASKINVEST) Unadjusted Stock Prices
XNSE/MASKINVEST,Mask Investments Ltd (MASKINVEST) Adjusted Stock Prices
XNSE/SMSAKAR_UADJ,Sakar Healthcare Ltd. (SMSAKAR) Unadjusted Stock Prices
XNSE/SMSAKAR,Sakar Healthcare Ltd. (SMSAKAR) Adjusted Stock Prices
XNSE/SMGRETEX,Gretex Industries Ltd (SMGRETEX) Adjusted Stock Prices
XNSE/SMGRETEX_UADJ,Gretex Industries Ltd (SMGRETEX) Unadjusted Stock Prices
XNSE/SMPANSARI_UADJ,Pansari Developers Ltd (SMPANSARI) Unadjusted Stock Prices
XNSE/SMPANSARI,Pansari Developers Ltd (SMPANSARI) Adjusted Stock Prices
XNSE/SMDRL_UADJ,Dhanuka Realty Ltd (SMDRL) Unadjusted Stock Prices
XNSE/SMDRL,Dhanuka Realty Ltd (SMDRL) Adjusted Stock Prices
XNSE/SMAURDIS,Aurangabad Distillery Ltd. (SMAURDIS) Adjusted Stock Prices
XNSE/SMAURDIS_UADJ,Aurangabad Distillery Ltd. (SMAURDIS) Unadjusted Stock Prices
XNSE/GBSGBSEP24_UADJ,India (GBSGBSEP24) Unadjusted Stock Prices
XNSE/GBSGBSEP24,India (GBSGBSEP24) Adjusted Stock Prices
XNSE/SMGICL,Globe International Carriers Ltd. (SMGICL) Adjusted Stock Prices
XNSE/SMGICL_UADJ,Globe International Carriers Ltd. (SMGICL) Unadjusted Stock Prices
XNSE/SMARTNIRMAN,Art Nirman Ltd. (SMARTNIRMAN) Adjusted Stock Prices
XNSE/SMARTNIRMAN_UADJ,Art Nirman Ltd. (SMARTNIRMAN) Unadjusted Stock Prices
XNSE/ENDURANCE_UADJ,Endurance Technologies Ltd (ENDURANCE) Unadjusted Stock Prices
XNSE/ENDURANCE,Endurance Technologies Ltd (ENDURANCE) Adjusted Stock Prices
XNSE/FCONSUMER_UADJ,Future Consumer Ltd (FCONSUMER) Unadjusted Stock Prices
XNSE/FCONSUMER,Future Consumer Ltd (FCONSUMER) Adjusted Stock Prices
XNSE/KREBSBIO,Krebs Biochemicals & Industries Ltd. (KREBSBIO) Adjusted Stock Prices
XNSE/KREBSBIO_UADJ,Krebs Biochemicals & Industries Ltd. (KREBSBIO) Unadjusted Stock Prices
XNSE/MAZDA_UADJ,Mazda Ltd. (MAZDA) Unadjusted Stock Prices
XNSE/MAZDA,Mazda Ltd. (MAZDA) Adjusted Stock Prices
XNSE/MFBSLRIFS1DG_UADJ,Birla Sun Life Asset Management Company Ltd (MFBSLRIFS1DG) Unadjusted Stock Prices
XNSE/MFBSLRIFS1DG,Birla Sun Life Asset Management Company Ltd (MFBSLRIFS1DG) Adjusted Stock Prices
XNSE/PNBHOUSING_UADJ,PNB Housing Finance Ltd. (PNBHOUSING) Unadjusted Stock Prices
XNSE/PNBHOUSING,PNB Housing Finance Ltd. (PNBHOUSING) Adjusted Stock Prices
XNSE/VBL_UADJ,Varun Bevarages Limited (VBL) Unadjusted Stock Prices
XNSE/VBL,Varun Bevarages Limited (VBL) Adjusted Stock Prices
XNSE/KINGFA,Kingfa Science & Technology (India) Ltd. (KINGFA) Adjusted Stock Prices
XNSE/KINGFA_UADJ,Kingfa Science & Technology (India) Ltd. (KINGFA) Unadjusted Stock Prices
XNSE/SMAGROPHOS,Agro Phos India Ltd. (SMAGROPHOS) Adjusted Stock Prices
XNSE/Q1UPL_UADJ,UPL Ltd (Q1UPL) Unadjusted Stock Prices
XNSE/SMAGROPHOS_UADJ,Agro Phos India Ltd. (SMAGROPHOS) Unadjusted Stock Prices
XNSE/Q1UPL,UPL Ltd (Q1UPL) Adjusted Stock Prices
XNSE/Q2UPL,UPL Ltd (Q2UPL) Adjusted Stock Prices
XNSE/Q2UPL_UADJ,UPL Ltd (Q2UPL) Unadjusted Stock Prices
XNSE/ROLLT,Rollatainers Ltd (ROLLT) Adjusted Stock Prices
XNSE/ROLLT_UADJ,Rollatainers Ltd (ROLLT) Unadjusted Stock Prices
XNSE/PODDARMENT,Poddar Pigments Ltd. (PODDARMENT) Adjusted Stock Prices
XNSE/PODDARMENT_UADJ,Poddar Pigments Ltd. (PODDARMENT) Unadjusted Stock Prices
XNSE/HIGHGROUND_UADJ,High Ground Enterprise Ltd (HIGHGROUND) Unadjusted Stock Prices
XNSE/HIGHGROUND,High Ground Enterprise Ltd (HIGHGROUND) Adjusted Stock Prices
XNSE/KIOCL_UADJ,KIOCL Ltd. (KIOCL) Unadjusted Stock Prices
XNSE/KIOCL,KIOCL Ltd. (KIOCL) Adjusted Stock Prices
XNSE/CMICABLES_UADJ,CMI Ltd. (India) (CMICABLES) Unadjusted Stock Prices
XNSE/CMICABLES,CMI Ltd. (India) (CMICABLES) Adjusted Stock Prices
XNSE/SMJETFREIGHT,Jet Freight Logistics Ltd. (SMJETFREIGHT) Adjusted Stock Prices
XNSE/SMJETFREIGHT_UADJ,Jet Freight Logistics Ltd. (SMJETFREIGHT) Unadjusted Stock Prices
XNSE/NBIFIN_UADJ,N.B.I. Industrial Finance Co. Ltd (NBIFIN) Unadjusted Stock Prices
XNSE/NBIFIN,N.B.I. Industrial Finance Co. Ltd (NBIFIN) Adjusted Stock Prices
XNSE/GBSGBNOV24,India (GBSGBNOV24) Adjusted Stock Prices
XNSE/GBSGBNOV24_UADJ,India (GBSGBNOV24) Unadjusted Stock Prices
XNSE/SFL_UADJ,Sheela Foam Ltd (SFL) Unadjusted Stock Prices
XNSE/SFL,Sheela Foam Ltd (SFL) Adjusted Stock Prices
XNSE/TMRVL,Mandhana Retail Ventures Ltd (TMRVL) Adjusted Stock Prices
XNSE/TMRVL_UADJ,Mandhana Retail Ventures Ltd (TMRVL) Unadjusted Stock Prices
XNSE/TCIEXP_UADJ,TCI Express Ltd (TCIEXP) Unadjusted Stock Prices
XNSE/TCIEXP,TCI Express Ltd (TCIEXP) Adjusted Stock Prices
XNSE/MFC7DP_UADJ,Canara Robeco Asset Management Company Ltd (MFC7DP) Unadjusted Stock Prices
XNSE/MFC7DP,Canara Robeco Asset Management Company Ltd (MFC7DP) Adjusted Stock Prices
XNSE/LAURUSLABS_UADJ,Laurus Labs Ltd. (LAURUSLABS) Unadjusted Stock Prices
XNSE/LAURUSLABS,Laurus Labs Ltd. (LAURUSLABS) Adjusted Stock Prices
XNSE/MFIPRU2660,ICICI Prudential Asset Management Company Ltd. (MFIPRU2660) Adjusted Stock Prices
XNSE/MFIPRU2660_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU2660) Unadjusted Stock Prices
XNSE/VIPCLOTHNG_UADJ,VIP Clothing Ltd. (VIPCLOTHNG) Unadjusted Stock Prices
XNSE/VIPCLOTHNG,VIP Clothing Ltd. (VIPCLOTHNG) Adjusted Stock Prices
XNSE/TERASOFT,Tera Software Ltd. (TERASOFT) Adjusted Stock Prices
XNSE/TERASOFT_UADJ,Tera Software Ltd. (TERASOFT) Unadjusted Stock Prices
XNSE/DFMFOODS,DFM Foods Ltd. (DFMFOODS) Adjusted Stock Prices
XNSE/DFMFOODS_UADJ,DFM Foods Ltd. (DFMFOODS) Unadjusted Stock Prices
XNSE/ITDC_UADJ,India Tourism Development Corporation Ltd. (ITDC) Unadjusted Stock Prices
XNSE/ITDC,India Tourism Development Corporation Ltd. (ITDC) Adjusted Stock Prices
XNSE/MFIPRU2605,ICICI Prudential Asset Management Company Ltd. (MFIPRU2605) Adjusted Stock Prices
XNSE/MFIPRU2605_UADJ,ICICI Prudential Asset Management Company Ltd. (MFIPRU2605) Unadjusted Stock Prices
XNSE/HISARMETAL_UADJ,Hisar Metal Industries Ltd. (HISARMETAL) Unadjusted Stock Prices
XNSE/HISARMETAL,Hisar Metal Industries Ltd. (HISARMETAL) Adjusted Stock Prices
XNSE/SMPROLIFE,Prolife Industries Ltd. (SMPROLIFE) Adjusted Stock Prices
XNSE/SMPROLIFE_UADJ,Prolife Industries Ltd. (SMPROLIFE) Unadjusted Stock Prices
XNSE/SMLIBAS_UADJ,Libas Designs Ltd. (SMLIBAS) Unadjusted Stock Prices
XNSE/SMLIBAS,Libas Designs Ltd. (SMLIBAS) Adjusted Stock Prices
XNSE/SPCENET_UADJ,Spacenet Enterprises India Ltd. (SPCENET) Unadjusted Stock Prices
XNSE/SPCENET,Spacenet Enterprises India Ltd. (SPCENET) Adjusted Stock Prices
XNSE/SORILINFRA_UADJ,SORIL Infra Resources Ltd. (SORILINFRA) Unadjusted Stock Prices
XNSE/SORILINFRA,SORIL Infra Resources Ltd. (SORILINFRA) Adjusted Stock Prices
XNSE/CAPTRUST_UADJ,Capital Trust Ltd. (CAPTRUST) Unadjusted Stock Prices
XNSE/CAPTRUST,Capital Trust Ltd. (CAPTRUST) Adjusted Stock Prices
XNSE/SMMAHESHWARI_UADJ,Maheshwari Logistics Ltd. (SMMAHESHWARI) Unadjusted Stock Prices
XNSE/SMMAHESHWARI,Maheshwari Logistics Ltd. (SMMAHESHWARI) Adjusted Stock Prices
XNSE/FAIRCHEM,Fairchem Speciality Ltd. (FAIRCHEM) Adjusted Stock Prices
XNSE/FAIRCHEM_UADJ,Fairchem Speciality Ltd. (FAIRCHEM) Unadjusted Stock Prices
XNSE/63MOONS_UADJ,63 Moons Technologies Ltd. (63MOONS) Unadjusted Stock Prices
XNSE/63MOONS,63 Moons Technologies Ltd. (63MOONS) Adjusted Stock Prices
XNSE/MFVF1RD,Sundaram Asset Management Company Limited (MFVF1RD) Adjusted Stock Prices
XNSE/MFVF1RD_UADJ,Sundaram Asset Management Company Limited (MFVF1RD) Unadjusted Stock Prices
XNSE/MFH1190M36RG,HDFC Asset Management Company Ltd. (MFH1190M36RG) Adjusted Stock Prices
XNSE/MFH1190M36RG_UADJ,HDFC Asset Management Company Ltd. (MFH1190M36RG) Unadjusted Stock Prices
XNSE/BHANDARI_UADJ,Bhandari Hosiery Exports Ltd. (BHANDARI) Unadjusted Stock Prices
XNSE/BHANDARI,Bhandari Hosiery Exports Ltd. (BHANDARI) Adjusted Stock Prices
XNSE/BSE,BSE Ltd (BSE) Adjusted Stock Prices
XNSE/BSE_UADJ,BSE Ltd (BSE) Unadjusted Stock Prices
XNSE/SMMCL_UADJ,Madhav Copper Ltd. (SMMCL) Unadjusted Stock Prices
XNSE/SMMCL,Madhav Copper Ltd. (SMMCL) Adjusted Stock Prices
XNSE/PRICOLLTD,Pricol Ltd. (PRICOLLTD) Adjusted Stock Prices
XNSE/PRICOLLTD_UADJ,Pricol Ltd. (PRICOLLTD) Unadjusted Stock Prices
XNSE/MFH1190M36RQ,HDFC Asset Management Company Ltd. (MFH1190M36RQ) Adjusted Stock Prices
XNSE/MFH1190M36RQ_UADJ,HDFC Asset Management Company Ltd. (MFH1190M36RQ) Unadjusted Stock Prices
XNSE/SMSTEELCITY_UADJ,Steel City Securities Ltd. (SMSTEELCITY) Unadjusted Stock Prices
XNSE/SMSTEELCITY,Steel City Securities Ltd. (SMSTEELCITY) Adjusted Stock Prices
XNSE/NTL_UADJ,Neueon Towers Ltd. (NTL) Unadjusted Stock Prices
XNSE/NTL,Neueon Towers Ltd. (NTL) Adjusted Stock Prices
XNSE/JITFINFRA,JITF Infralogistics Ltd (JITFINFRA) Adjusted Stock Prices
XNSE/JITFINFRA_UADJ,JITF Infralogistics Ltd (JITFINFRA) Unadjusted Stock Prices
XNSE/SMKRISHANA_UADJ,Krishana Phoschem Ltd (SMKRISHANA) Unadjusted Stock Prices
XNSE/SMKRISHANA,Krishana Phoschem Ltd (SMKRISHANA) Adjusted Stock Prices
XNSE/MFSEOFIVGR_UADJ,SBI Funds Management Private Limited (MFSEOFIVGR) Unadjusted Stock Prices
XNSE/MFSEOFIVGR,SBI Funds Management Private Limited (MFSEOFIVGR) Adjusted Stock Prices
XNSE/SMGLOBAL_UADJ,Global Education Ltd. (SMGLOBAL) Unadjusted Stock Prices
XNSE/SMGLOBAL,Global Education Ltd. (SMGLOBAL) Adjusted Stock Prices
XNSE/VIDHIING,Vidhi Specialty Food Ingredients Ltd. (VIDHIING) Adjusted Stock Prices
XNSE/VIDHIING_UADJ,Vidhi Specialty Food Ingredients Ltd. (VIDHIING) Unadjusted Stock Prices
XNSE/MFUTIFEFRDP1_UADJ,UTI Asset Management Company Ltd (MFUTIFEFRDP1) Unadjusted Stock Prices
XNSE/MFUTIFEFRDP1,UTI Asset Management Company Ltd (MFUTIFEFRDP1) Adjusted Stock Prices
XNSE/CGPOWER_UADJ,CG Power & Industrial Solutions Ltd. (CGPOWER) Unadjusted Stock Prices
XNSE/CGPOWER,CG Power & Industrial Solutions Ltd. (CGPOWER) Adjusted Stock Prices
XNSE/SMNITIRAJ_UADJ,Nitiraj Engineers Ltd (SMNITIRAJ) Unadjusted Stock Prices
XNSE/SMNITIRAJ,Nitiraj Engineers Ltd (SMNITIRAJ) Adjusted Stock Prices
XNSE/SMSANGINITA_UADJ,Sanginita Chemicals Ltd (SMSANGINITA) Unadjusted Stock Prices
XNSE/SMSANGINITA,Sanginita Chemicals Ltd (SMSANGINITA) Adjusted Stock Prices
XNSE/SMAKASH_UADJ,Akash Infra-Projects Ltd (SMAKASH) Unadjusted Stock Prices
XNSE/SMAKASH,Akash Infra-Projects Ltd (SMAKASH) Adjusted Stock Prices
XNSE/MFDPRMABGP_UADJ,DHFL Pramerica Asset Managers Private Limited (MFDPRMABGP) Unadjusted Stock Prices
XNSE/MFDPRMABGP,DHFL Pramerica Asset Managers Private Limited (MFDPRMABGP) Adjusted Stock Prices
XNSE/MFVF1RG,Sundaram Asset Management Company Limited (MFVF1RG) Adjusted Stock Prices
XNSE/MFVF1RG_UADJ,Sundaram Asset Management Company Limited (MFVF1RG) Unadjusted Stock Prices
XNSE/RADIOCITY_UADJ,Music Broadcast Ltd (RADIOCITY) Unadjusted Stock Prices
XNSE/RADIOCITY,Music Broadcast Ltd (RADIOCITY) Adjusted Stock Prices
XNSE/DMART_UADJ,Avenue Supermarts Ltd (DMART) Unadjusted Stock Prices
XNSE/DMART,Avenue Supermarts Ltd (DMART) Adjusted Stock Prices
XNSE/TASTYBITE,Tasty Bite Eatables Ltd. (TASTYBITE) Adjusted Stock Prices
XNSE/TASTYBITE_UADJ,Tasty Bite Eatables Ltd. (TASTYBITE) Unadjusted Stock Prices
XNSE/INTENTECH,Intense Technologies Ltd. (INTENTECH) Adjusted Stock Prices
XNSE/INTENTECH_UADJ,Intense Technologies Ltd. (INTENTECH) Unadjusted Stock Prices
XNSE/ITKAWIRES_UADJ,K A Wires Ltd. (ITKAWIRES) Unadjusted Stock Prices
XNSE/ITKAWIRES,K A Wires Ltd. (ITKAWIRES) Adjusted Stock Prices
XNSE/SMAIRAN,Airan Ltd (SMAIRAN) Adjusted Stock Prices
XNSE/SMAIRAN_UADJ,Airan Ltd (SMAIRAN) Unadjusted Stock Prices
XNSE/URJA_UADJ,Urja Global Ltd (URJA) Unadjusted Stock Prices
XNSE/URJA,Urja Global Ltd (URJA) Adjusted Stock Prices
XNSE/ARIHANTSUP_UADJ,Arihant Superstructures Ltd (ARIHANTSUP) Unadjusted Stock Prices
XNSE/ARIHANTSUP,Arihant Superstructures Ltd (ARIHANTSUP) Adjusted Stock Prices
XNSE/AKSHARCHEM_UADJ,AksharChem (India) Ltd. (AKSHARCHEM) Unadjusted Stock Prices
XNSE/AKSHARCHEM,AksharChem (India) Ltd. (AKSHARCHEM) Adjusted Stock Prices
XNSE/CORALFINAC_UADJ,Coral India Finance & Housing Ltd. (CORALFINAC) Unadjusted Stock Prices
XNSE/CORALFINAC,Coral India Finance & Housing Ltd. (CORALFINAC) Adjusted Stock Prices
XNSE/SMLAXMICOT_UADJ,Laxmi Cotspin Ltd (SMLAXMICOT) Unadjusted Stock Prices
XNSE/SMLAXMICOT,Laxmi Cotspin Ltd (SMLAXMICOT) Adjusted Stock Prices
XNSE/SMEIFFL_UADJ,Euro India Fresh Foods Ltd (SMEIFFL) Unadjusted Stock Prices
XNSE/SMEIFFL,Euro India Fresh Foods Ltd (SMEIFFL) Adjusted Stock Prices
XNSE/CLEDUCATE_UADJ,CL Educate Ltd (CLEDUCATE) Unadjusted Stock Prices
XNSE/CLEDUCATE,CL Educate Ltd (CLEDUCATE) Adjusted Stock Prices
XNSE/NRAIL_UADJ,N.R. Agarwal Industries Ltd. (NRAIL) Unadjusted Stock Prices
XNSE/NRAIL,N.R. Agarwal Industries Ltd. (NRAIL) Adjusted Stock Prices
XNSE/SMBOHRA,Bohra Industries Ltd (SMBOHRA) Adjusted Stock Prices
XNSE/SMBOHRA_UADJ,Bohra Industries Ltd (SMBOHRA) Unadjusted Stock Prices
XNSE/SHANKARA_UADJ,Shankara Building Products Ltd (SHANKARA) Unadjusted Stock Prices
XNSE/SHANKARA,Shankara Building Products Ltd (SHANKARA) Adjusted Stock Prices
XNSE/NAGAAGRI,Nagarjuna Agrichem Ltd. (NAGAAGRI) Adjusted Stock Prices
XNSE/NAGAAGRI_UADJ,Nagarjuna Agrichem Ltd. (NAGAAGRI) Unadjusted Stock Prices
XNSE/APCL_UADJ,Anjani Portland Cement Ltd. (APCL) Unadjusted Stock Prices
XNSE/APCL,Anjani Portland Cement Ltd. (APCL) Adjusted Stock Prices
XNSE/PODDARHOUS_UADJ,Poddar Housing & Development Ltd. (PODDARHOUS) Unadjusted Stock Prices
XNSE/PODDARHOUS,Poddar Housing & Development Ltd. (PODDARHOUS) Adjusted Stock Prices
XNSE/SMCREATIVE_UADJ,Creative Peripherals & Distribution Ltd (SMCREATIVE) Unadjusted Stock Prices
XNSE/SMCREATIVE,Creative Peripherals & Distribution Ltd (SMCREATIVE) Adjusted Stock Prices
XNSE/MFHFEFRG_UADJ,HDFC Asset Management Company Ltd. (MFHFEFRG) Unadjusted Stock Prices
XNSE/MFHFEFRG,HDFC Asset Management Company Ltd. (MFHFEFRG) Adjusted Stock Prices
XNSE/GBSGBMAR25_UADJ,India (GBSGBMAR25) Unadjusted Stock Prices
XNSE/GBSGBMAR25,India (GBSGBMAR25) Adjusted Stock Prices
XNSE/SMFOCUS_UADJ,Focus Lighting & Fixtures Ltd. (SMFOCUS) Unadjusted Stock Prices
XNSE/SMFOCUS,Focus Lighting & Fixtures Ltd. (SMFOCUS) Adjusted Stock Prices
XNSE/SMSIKKO,Sikko Industries Ltd (SMSIKKO) Adjusted Stock Prices
XNSE/SMSIKKO_UADJ,Sikko Industries Ltd (SMSIKKO) Unadjusted Stock Prices
XNSE/SMMKPL_UADJ,M K Proteins Ltd (SMMKPL) Unadjusted Stock Prices
XNSE/SMMKPL,M K Proteins Ltd (SMMKPL) Adjusted Stock Prices
XNSE/SMDEVIT_UADJ,Dev Information Technology Ltd (SMDEVIT) Unadjusted Stock Prices
XNSE/SMDEVIT,Dev Information Technology Ltd (SMDEVIT) Adjusted Stock Prices
XNSE/SMASLIND,ASL Industries Ltd. (SMASLIND) Adjusted Stock Prices
XNSE/SMASLIND_UADJ,ASL Industries Ltd. (SMASLIND) Unadjusted Stock Prices
XNSE/WIPL_UADJ,Western India Plywoods Ltd. (WIPL) Unadjusted Stock Prices
XNSE/WIPL,Western India Plywoods Ltd. (WIPL) Adjusted Stock Prices
XNSE/DOLLAR_UADJ,Dollar Industries Ltd (DOLLAR) Unadjusted Stock Prices
XNSE/DOLLAR,Dollar Industries Ltd (DOLLAR) Adjusted Stock Prices
XNSE/MFWB3RD_UADJ,Sundaram Asset Management Company Limited (MFWB3RD) Unadjusted Stock Prices
XNSE/MFWB3RD,Sundaram Asset Management Company Limited (MFWB3RD) Adjusted Stock Prices
XNSE/SMPANACHE,Panache Digilife Ltd (SMPANACHE) Adjusted Stock Prices
XNSE/SMPANACHE_UADJ,Panache Digilife Ltd (SMPANACHE) Unadjusted Stock Prices
XNSE/SMINFOBEAN,InfoBeans Technologies Ltd (SMINFOBEAN) Adjusted Stock Prices
XNSE/SMINFOBEAN_UADJ,InfoBeans Technologies Ltd (SMINFOBEAN) Unadjusted Stock Prices
XNSE/SCHAND_UADJ,S Chand & Co. Ltd (SCHAND) Unadjusted Stock Prices
XNSE/SCHAND,S Chand & Co. Ltd (SCHAND) Adjusted Stock Prices
XNSE/SMCKPPRODUCT_UADJ,CKP Products Ltd (SMCKPPRODUCT) Unadjusted Stock Prices
XNSE/SMCKPPRODUCT,CKP Products Ltd (SMCKPPRODUCT) Adjusted Stock Prices
XNSE/SMZOTA,Zota Health Care Ltd (SMZOTA) Adjusted Stock Prices
XNSE/SMZOTA_UADJ,Zota Health Care Ltd (SMZOTA) Unadjusted Stock Prices
XNSE/BHAGYANGR_UADJ,Bhagyanagar India Ltd. (BHAGYANGR) Unadjusted Stock Prices
XNSE/BHAGYANGR,Bhagyanagar India Ltd. (BHAGYANGR) Adjusted Stock Prices
XNSE/IVIRBINVIT_UADJ,IRB InvIT Fund (IVIRBINVIT) Unadjusted Stock Prices
XNSE/IVIRBINVIT,IRB InvIT Fund (IVIRBINVIT) Adjusted Stock Prices
XNSE/HUDCO_UADJ,Housing & Urban Development Corporation Ltd (HUDCO) Unadjusted Stock Prices
XNSE/HUDCO,Housing & Urban Development Corporation Ltd (HUDCO) Adjusted Stock Prices
XNSE/MFM14RG_UADJ,Sundaram Asset Management Company Limited (MFM14RG) Unadjusted Stock Prices
XNSE/MFM14RG,Sundaram Asset Management Company Limited (MFM14RG) Adjusted Stock Prices
XNSE/GEOJITFSL_UADJ,Geojit Financial Services Ltd. (GEOJITFSL) Unadjusted Stock Prices
XNSE/GEOJITFSL,Geojit Financial Services Ltd. (GEOJITFSL) Adjusted Stock Prices
XNSE/PSPPROJECT,PSP Projects Ltd (PSPPROJECT) Adjusted Stock Prices
XNSE/PSPPROJECT_UADJ,PSP Projects Ltd (PSPPROJECT) Unadjusted Stock Prices
XNSE/SMJALAN_UADJ,Jalan Transolutions (India) Ltd (SMJALAN) Unadjusted Stock Prices
XNSE/SMJALAN,Jalan Transolutions (India) Ltd (SMJALAN) Adjusted Stock Prices
XNSE/GBSGBMAY25_UADJ,India (GBSGBMAY25) Unadjusted Stock Prices
XNSE/GBSGBMAY25,India (GBSGBMAY25) Adjusted Stock Prices
XNSE/IVINDIGRID_UADJ,India Grid Trust (IVINDIGRID) Unadjusted Stock Prices
XNSE/IVINDIGRID,India Grid Trust (IVINDIGRID) Adjusted Stock Prices
XNSE/SMSRIRAM_UADJ,Shri Ram Switchgeras Ltd (SMSRIRAM) Unadjusted Stock Prices
XNSE/SMSRIRAM,Shri Ram Switchgeras Ltd (SMSRIRAM) Adjusted Stock Prices
XNSE/FEDDERELEC_UADJ,Fedders Electric & Engineering Ltd (FEDDERELEC) Unadjusted Stock Prices
XNSE/FEDDERELEC,Fedders Electric & Engineering Ltd (FEDDERELEC) Adjusted Stock Prices
XNSE/STARCEMENT_UADJ,Star Cement Ltd. (STARCEMENT) Unadjusted Stock Prices
XNSE/STARCEMENT,Star Cement Ltd. (STARCEMENT) Adjusted Stock Prices
XNSE/SMVSCL_UADJ,Vadivarhe Speciality Chemicals Ltd (SMVSCL) Unadjusted Stock Prices
XNSE/SMVSCL,Vadivarhe Speciality Chemicals Ltd (SMVSCL) Adjusted Stock Prices
XNSE/SMGLOBE_UADJ,Globe Textile (India) Ltd (SMGLOBE) Unadjusted Stock Prices
XNSE/SMGLOBE,Globe Textile (India) Ltd (SMGLOBE) Adjusted Stock Prices
XNSE/IDFNIFTYET,IDFC Asset Management Company Limited (IDFNIFTYET) Adjusted Stock Prices
XNSE/IDFNIFTYET_UADJ,IDFC Asset Management Company Limited (IDFNIFTYET) Unadjusted Stock Prices
XNSE/COFFEEDAY,Coffee Day Enterprises Ltd (COFFEEDAY) Adjusted Stock Prices
XNSE/COFFEEDAY_UADJ,Coffee Day Enterprises Ltd (COFFEEDAY) Unadjusted Stock Prices
XNSE/SMKKVAPOW,KKV Agro Powers Ltd. (SMKKVAPOW) Adjusted Stock Prices
XNSE/SMKKVAPOW_UADJ,KKV Agro Powers Ltd. (SMKKVAPOW) Unadjusted Stock Prices
XNSE/TEJASNET,Tejas Networks Ltd (TEJASNET) Adjusted Stock Prices
XNSE/TEJASNET_UADJ,Tejas Networks Ltd (TEJASNET) Unadjusted Stock Prices
XNSE/ERIS_UADJ,Eris Lifesciences Ltd. (ERIS) Unadjusted Stock Prices
XNSE/ERIS,Eris Lifesciences Ltd. (ERIS) Adjusted Stock Prices
XNSE/CDSL,Central Depository Services (India) Ltd. (CDSL) Adjusted Stock Prices
XNSE/CDSL_UADJ,Central Depository Services (India) Ltd. (CDSL) Unadjusted Stock Prices
XNSE/GTPL_UADJ,GTPL Hathway Ltd (GTPL) Unadjusted Stock Prices
XNSE/GTPL,GTPL Hathway Ltd (GTPL) Adjusted Stock Prices
XNSE/AUBANK_UADJ,AU Small Finance Bank Limited (AUBANK) Unadjusted Stock Prices
XNSE/AUBANK,AU Small Finance Bank Limited (AUBANK) Adjusted Stock Prices
XNSE/AXISNIFTY,Axis Asset Management Company Limited (AXISNIFTY) Adjusted Stock Prices
XNSE/AXISNIFTY_UADJ,Axis Asset Management Company Limited (AXISNIFTY) Unadjusted Stock Prices
XNSE/SMPUSHPREALM_UADJ,Pushpanjali Realms & Infratech Ltd. (SMPUSHPREALM) Unadjusted Stock Prices
XNSE/SMPUSHPREALM,Pushpanjali Realms & Infratech Ltd. (SMPUSHPREALM) Adjusted Stock Prices
XNSE/SMACCORD_UADJ,Accord Synergy Ltd (SMACCORD) Unadjusted Stock Prices
XNSE/SMACCORD,Accord Synergy Ltd (SMACCORD) Adjusted Stock Prices
XNSE/ITMOHINI_UADJ,Mohini Fibers Ltd. (ITMOHINI) Unadjusted Stock Prices
XNSE/ITMOHINI,Mohini Fibers Ltd. (ITMOHINI) Adjusted Stock Prices
XNSE/AGLSL,Artemis Global Life Science Ltd. (AGLSL) Adjusted Stock Prices
XNSE/AGLSL_UADJ,Artemis Global Life Science Ltd. (AGLSL) Unadjusted Stock Prices
XNSE/BHAGYAPROP_UADJ,Bhagyanagar Properties Ltd. (BHAGYAPROP) Unadjusted Stock Prices
XNSE/BHAGYAPROP,Bhagyanagar Properties Ltd. (BHAGYAPROP) Adjusted Stock Prices
XNSE/DYNPRO_UADJ,Dynemic Products Ltd. (DYNPRO) Unadjusted Stock Prices
XNSE/DYNPRO,Dynemic Products Ltd. (DYNPRO) Adjusted Stock Prices
XNSE/STEELXIND,Steel Exchange India Ltd. (STEELXIND) Adjusted Stock Prices
XNSE/STEELXIND_UADJ,Steel Exchange India Ltd. (STEELXIND) Unadjusted Stock Prices
XNSE/SMACEINTEG,Ace Integrated Solutions Ltd. (SMACEINTEG) Adjusted Stock Prices
XNSE/SMACEINTEG_UADJ,Ace Integrated Solutions Ltd. (SMACEINTEG) Unadjusted Stock Prices
XNSE/SMBANSAL,Bansal Multiflex Ltd. (SMBANSAL) Adjusted Stock Prices
XNSE/SMBANSAL_UADJ,Bansal Multiflex Ltd. (SMBANSAL) Unadjusted Stock Prices
XNSE/SMSHRENIK,Shrenik Ltd (SMSHRENIK) Adjusted Stock Prices
XNSE/SMSHRENIK_UADJ,Shrenik Ltd (SMSHRENIK) Unadjusted Stock Prices
